family,memory_mode,reasoning_depth,grid_rows,grid_cols,demonstrations,seed,exact_match,cell_accuracy,correct_cells,total_cells,memory_norm,effective_rank,entropy,interference_score,reconstruction_error,mean_sparsity,reasoning_steps,halting_step
Translation,simple_hebbian,1,5,5,3,15,True,1.0,25,25,0.11054137349128723,3.0,0.37821081280708313,0.0,0.0,0.5086495535714286,2,-1
Translation,simple_hebbian,1,5,5,3,16,True,1.0,25,25,0.19147659838199615,3.0,0.3595114052295685,0.0,0.0,0.49916294642857145,2,-1
Translation,simple_hebbian,1,5,5,3,17,True,1.0,25,25,0.26925909519195557,3.0,0.5527281761169434,0.0,0.0,0.49246651785714285,2,-1
Translation,simple_hebbian,1,5,5,3,18,True,1.0,25,25,0.16430452466011047,2.0,0.1737184375524521,0.0,0.0,0.4935825892857143,2,-1
Translation,simple_hebbian,1,5,5,3,19,True,1.0,25,25,0.08069143444299698,1.0,0.045785091817379,0.0,0.0,0.5186941964285714,2,-1
Translation,simple_hebbian,1,5,5,3,20,True,1.0,25,25,0.09931200742721558,3.0,0.2943557798862457,0.0,0.0,0.474609375,2,-1
Translation,simple_hebbian,4,5,5,3,1,True,1.0,25,25,0.16410000622272491,2.0,0.16969814896583557,0.0,0.0,0.49497767857142855,5,-1
Translation,simple_hebbian,4,5,5,3,2,True,1.0,25,25,0.14418485760688782,1.0,0.036040328443050385,0.0,0.0,0.5198102678571429,5,-1
Translation,simple_hebbian,4,5,5,3,3,True,1.0,25,25,0.10991302877664566,2.0,0.31704244017601013,0.0,0.0,0.5172991071428571,5,-1
Translation,simple_hebbian,4,5,5,3,4,True,1.0,25,25,0.09104472398757935,3.0,0.5375975966453552,0.0,0.0,0.5131138392857143,5,-1
Translation,simple_hebbian,4,5,5,3,5,True,1.0,25,25,0.16688485443592072,3.0,0.34895825386047363,0.0,0.0,0.5064174107142857,5,-1
Translation,simple_hebbian,4,5,5,3,6,True,1.0,25,25,0.09024377912282944,3.0,0.1901494562625885,0.0,0.0,0.49386160714285715,5,-1
Translation,simple_hebbian,4,5,5,3,7,True,1.0,25,25,0.1656464785337448,2.0,0.18348118662834167,0.0,0.0,0.5290178571428571,5,-1
Translation,simple_hebbian,4,5,5,3,8,True,1.0,25,25,0.11179308593273163,3.0,0.3871285021305084,0.0,0.0,0.49888392857142855,5,-1
Translation,simple_hebbian,4,5,5,3,9,True,1.0,25,25,0.20404832065105438,3.0,0.49339044094085693,0.0,0.0,0.5078125,5,-1
Translation,simple_hebbian,4,5,5,3,10,True,1.0,25,25,0.10462652146816254,1.0,0.06198717653751373,0.0,0.0,0.5041852678571429,5,-1
Translation,simple_hebbian,4,5,5,3,11,True,1.0,25,25,0.21902388334274292,3.0,0.5981203317642212,0.0,0.0,0.5086495535714286,5,-1
Translation,simple_hebbian,4,5,5,3,12,True,1.0,25,25,0.21678516268730164,3.0,0.4450209140777588,0.0,0.0,0.482421875,5,-1
Translation,simple_hebbian,4,5,5,3,13,True,1.0,25,25,0.14787757396697998,2.0,0.35092276334762573,0.0,0.0,0.51171875,5,-1
Translation,simple_hebbian,4,5,5,3,14,True,1.0,25,25,0.15294352173805237,2.0,0.10705606639385223,0.0,0.0,0.49497767857142855,5,-1
Translation,simple_hebbian,4,5,5,3,15,True,1.0,25,25,0.11054137349128723,3.0,0.37821081280708313,0.0,0.0,0.5086495535714286,5,-1
Translation,simple_hebbian,4,5,5,3,16,True,1.0,25,25,0.19147659838199615,3.0,0.3595114052295685,0.0,0.0,0.49916294642857145,5,-1
Translation,simple_hebbian,4,5,5,3,17,True,1.0,25,25,0.26925909519195557,3.0,0.5527281761169434,0.0,0.0,0.49246651785714285,5,-1
Translation,simple_hebbian,4,5,5,3,18,True,1.0,25,25,0.16430452466011047,2.0,0.1737184375524521,0.0,0.0,0.4935825892857143,5,-1
Translation,simple_hebbian,4,5,5,3,19,True,1.0,25,25,0.08069143444299698,1.0,0.045785091817379,0.0,0.0,0.5186941964285714,5,-1
Translation,simple_hebbian,4,5,5,3,20,True,1.0,25,25,0.09931200742721558,3.0,0.2943557798862457,0.0,0.0,0.474609375,5,-1
Translation,simple_hebbian,8,5,5,3,1,True,1.0,25,25,0.16410000622272491,2.0,0.16969814896583557,0.0,0.0,0.49497767857142855,9,-1
Translation,simple_hebbian,8,5,5,3,2,True,1.0,25,25,0.14418485760688782,1.0,0.036040328443050385,0.0,0.0,0.5198102678571429,9,-1
Translation,simple_hebbian,8,5,5,3,3,True,1.0,25,25,0.10991302877664566,2.0,0.31704244017601013,0.0,0.0,0.5172991071428571,9,-1
Translation,simple_hebbian,8,5,5,3,4,True,1.0,25,25,0.09104472398757935,3.0,0.5375975966453552,0.0,0.0,0.5131138392857143,9,-1
Translation,simple_hebbian,8,5,5,3,5,True,1.0,25,25,0.16688485443592072,3.0,0.34895825386047363,0.0,0.0,0.5064174107142857,9,-1
Translation,simple_hebbian,8,5,5,3,6,True,1.0,25,25,0.09024377912282944,3.0,0.1901494562625885,0.0,0.0,0.49386160714285715,9,-1
Translation,simple_hebbian,8,5,5,3,7,True,1.0,25,25,0.1656464785337448,2.0,0.18348118662834167,0.0,0.0,0.5290178571428571,9,-1
Translation,simple_hebbian,8,5,5,3,8,True,1.0,25,25,0.11179308593273163,3.0,0.3871285021305084,0.0,0.0,0.49888392857142855,9,-1
Translation,simple_hebbian,8,5,5,3,9,True,1.0,25,25,0.20404832065105438,3.0,0.49339044094085693,0.0,0.0,0.5078125,9,-1
Translation,simple_hebbian,8,5,5,3,10,True,1.0,25,25,0.10462652146816254,1.0,0.06198717653751373,0.0,0.0,0.5041852678571429,9,-1
Translation,simple_hebbian,8,5,5,3,11,True,1.0,25,25,0.21902388334274292,3.0,0.5981203317642212,0.0,0.0,0.5086495535714286,9,-1
Translation,simple_hebbian,8,5,5,3,12,True,1.0,25,25,0.21678516268730164,3.0,0.4450209140777588,0.0,0.0,0.482421875,9,-1
Translation,simple_hebbian,8,5,5,3,13,True,1.0,25,25,0.14787757396697998,2.0,0.35092276334762573,0.0,0.0,0.51171875,9,-1
Translation,simple_hebbian,8,5,5,3,14,True,1.0,25,25,0.15294352173805237,2.0,0.10705606639385223,0.0,0.0,0.49497767857142855,9,-1
Translation,simple_hebbian,8,5,5,3,15,True,1.0,25,25,0.11054137349128723,3.0,0.37821081280708313,0.0,0.0,0.5086495535714286,9,-1
Translation,simple_hebbian,8,5,5,3,16,True,1.0,25,25,0.19147659838199615,3.0,0.3595114052295685,0.0,0.0,0.49916294642857145,9,-1
Translation,simple_hebbian,8,5,5,3,17,True,1.0,25,25,0.26925909519195557,3.0,0.5527281761169434,0.0,0.0,0.49246651785714285,9,-1
Translation,simple_hebbian,8,5,5,3,18,True,1.0,25,25,0.16430452466011047,2.0,0.1737184375524521,0.0,0.0,0.4935825892857143,9,-1
Translation,simple_hebbian,8,5,5,3,19,True,1.0,25,25,0.08069143444299698,1.0,0.045785091817379,0.0,0.0,0.5186941964285714,9,-1
Translation,simple_hebbian,8,5,5,3,20,True,1.0,25,25,0.09931200742721558,3.0,0.2943557798862457,0.0,0.0,0.474609375,9,-1
BoundaryPropagation,baseline,1,5,5,3,1,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.4799107142857143,2,-1
BoundaryPropagation,baseline,1,5,5,3,2,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.505859375,2,-1
BoundaryPropagation,baseline,1,5,5,3,3,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5209263392857143,2,-1
BoundaryPropagation,baseline,1,5,5,3,4,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5100446428571429,2,-1
BoundaryPropagation,baseline,1,5,5,3,5,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5111607142857143,2,-1
BoundaryPropagation,baseline,1,5,5,3,6,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.48995535714285715,2,-1
BoundaryPropagation,baseline,1,5,5,3,7,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5178571428571429,2,-1
BoundaryPropagation,baseline,1,5,5,3,8,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5011160714285714,2,-1
BoundaryPropagation,baseline,1,5,5,3,9,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.4955357142857143,2,-1
BoundaryPropagation,baseline,1,5,5,3,10,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5072544642857143,2,-1
BoundaryPropagation,baseline,1,5,5,3,11,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5119977678571429,2,-1
BoundaryPropagation,baseline,1,5,5,3,12,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.48800223214285715,2,-1
BoundaryPropagation,baseline,1,5,5,3,13,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5125558035714286,2,-1
BoundaryPropagation,baseline,1,5,5,3,14,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5002790178571429,2,-1
BoundaryPropagation,baseline,1,5,5,3,15,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.49330357142857145,2,-1
BoundaryPropagation,baseline,1,5,5,3,16,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.4994419642857143,2,-1
BoundaryPropagation,baseline,1,5,5,3,17,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.49051339285714285,2,-1
BoundaryPropagation,baseline,1,5,5,3,18,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.4790736607142857,2,-1
BoundaryPropagation,baseline,1,5,5,3,19,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5089285714285714,2,-1
BoundaryPropagation,baseline,1,5,5,3,20,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.470703125,2,-1
BoundaryPropagation,baseline,4,5,5,3,1,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.4799107142857143,5,-1
BoundaryPropagation,baseline,4,5,5,3,2,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.505859375,5,-1
BoundaryPropagation,baseline,4,5,5,3,3,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5209263392857143,5,-1
BoundaryPropagation,baseline,4,5,5,3,4,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5100446428571429,5,-1
BoundaryPropagation,baseline,4,5,5,3,5,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5111607142857143,5,-1
BoundaryPropagation,baseline,4,5,5,3,6,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.48995535714285715,5,-1
BoundaryPropagation,baseline,4,5,5,3,7,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5178571428571429,5,-1
BoundaryPropagation,baseline,4,5,5,3,8,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5011160714285714,5,-1
BoundaryPropagation,baseline,4,5,5,3,9,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.4955357142857143,5,-1
BoundaryPropagation,baseline,4,5,5,3,10,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5072544642857143,5,-1
BoundaryPropagation,baseline,4,5,5,3,11,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5119977678571429,5,-1
BoundaryPropagation,baseline,4,5,5,3,12,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.48800223214285715,5,-1
BoundaryPropagation,baseline,4,5,5,3,13,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5125558035714286,5,-1
BoundaryPropagation,baseline,4,5,5,3,14,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5002790178571429,5,-1
BoundaryPropagation,baseline,4,5,5,3,15,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.49330357142857145,5,-1
BoundaryPropagation,baseline,4,5,5,3,16,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.4994419642857143,5,-1
BoundaryPropagation,baseline,4,5,5,3,17,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.49051339285714285,5,-1
BoundaryPropagation,baseline,4,5,5,3,18,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.4790736607142857,5,-1
BoundaryPropagation,baseline,4,5,5,3,19,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5089285714285714,5,-1
BoundaryPropagation,baseline,4,5,5,3,20,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.470703125,5,-1
BoundaryPropagation,baseline,8,5,5,3,1,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.4799107142857143,9,-1
BoundaryPropagation,baseline,8,5,5,3,2,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.505859375,9,-1
BoundaryPropagation,baseline,8,5,5,3,3,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5209263392857143,9,-1
BoundaryPropagation,baseline,8,5,5,3,4,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5100446428571429,9,-1
BoundaryPropagation,baseline,8,5,5,3,5,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5111607142857143,9,-1
BoundaryPropagation,baseline,8,5,5,3,6,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.48995535714285715,9,-1
BoundaryPropagation,baseline,8,5,5,3,7,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5178571428571429,9,-1
BoundaryPropagation,baseline,8,5,5,3,8,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5011160714285714,9,-1
BoundaryPropagation,baseline,8,5,5,3,9,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.4955357142857143,9,-1
BoundaryPropagation,baseline,8,5,5,3,10,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5072544642857143,9,-1
BoundaryPropagation,baseline,8,5,5,3,11,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5119977678571429,9,-1
BoundaryPropagation,baseline,8,5,5,3,12,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.48800223214285715,9,-1
BoundaryPropagation,baseline,8,5,5,3,13,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5125558035714286,9,-1
BoundaryPropagation,baseline,8,5,5,3,14,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5002790178571429,9,-1
BoundaryPropagation,baseline,8,5,5,3,15,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.49330357142857145,9,-1
BoundaryPropagation,baseline,8,5,5,3,16,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.4994419642857143,9,-1
BoundaryPropagation,baseline,8,5,5,3,17,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.49051339285714285,9,-1
BoundaryPropagation,baseline,8,5,5,3,18,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.4790736607142857,9,-1
BoundaryPropagation,baseline,8,5,5,3,19,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.5089285714285714,9,-1
BoundaryPropagation,baseline,8,5,5,3,20,True,1.0,25,25,0.0,0.0,0.0,0.0,0.0,0.470703125,9,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,1,True,1.0,25,25,0.17227298021316528,2.0,0.15079690515995026,0.0,0.0,0.4799107142857143,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,2,True,1.0,25,25,0.14240722358226776,1.0,0.03241753950715065,0.0,0.0,0.505859375,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,3,True,1.0,25,25,0.12372293323278427,3.0,0.3567202389240265,0.0,0.0,0.5209263392857143,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,4,True,1.0,25,25,0.08953015506267548,3.0,0.39924535155296326,0.0,0.0,0.5100446428571429,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,5,True,1.0,25,25,0.20413146913051605,3.0,0.37291818857192993,0.0,0.0,0.5111607142857143,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,6,True,1.0,25,25,0.08781251311302185,3.0,0.16161851584911346,0.0,0.0,0.48995535714285715,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,7,True,1.0,25,25,0.12748578190803528,3.0,0.4607975482940674,0.0,0.0,0.5178571428571429,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,8,True,1.0,25,25,0.1209624782204628,3.0,0.3452202379703522,0.0,0.0,0.5011160714285714,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,9,True,1.0,25,25,0.26201632618904114,3.0,0.4019775390625,0.0,0.0,0.4955357142857143,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,10,True,1.0,25,25,0.1014125794172287,1.0,0.015081185847520828,0.0,0.0,0.5072544642857143,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,11,True,1.0,25,25,0.33848145604133606,3.0,0.3875950574874878,0.0,0.0,0.5119977678571429,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,12,True,1.0,25,25,0.23804788291454315,3.0,0.47323641180992126,0.0,0.0,0.48800223214285715,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,13,True,1.0,25,25,0.14105844497680664,3.0,0.3662396967411041,0.0,0.0,0.5125558035714286,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,14,True,1.0,25,25,0.16343258321285248,1.0,0.08665642142295837,0.0,0.0,0.5002790178571429,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,15,True,1.0,25,25,0.11729999631643295,2.0,0.1637069582939148,0.0,0.0,0.49330357142857145,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,16,True,1.0,25,25,0.1925291270017624,3.0,0.4833463132381439,0.0,0.0,0.4994419642857143,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,17,True,1.0,25,25,0.24571268260478973,3.0,0.5926529169082642,0.0,0.0,0.49051339285714285,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,18,True,1.0,25,25,0.1555759608745575,3.0,0.2349671572446823,0.0,0.0,0.4790736607142857,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,19,True,1.0,25,25,0.08127688616514206,1.0,0.06013074889779091,0.0,0.0,0.5089285714285714,2,-1
BoundaryPropagation,simple_hebbian,1,5,5,3,20,True,1.0,25,25,0.10541185736656189,3.0,0.22239214181900024,0.0,0.0,0.470703125,2,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,1,True,1.0,25,25,0.17227298021316528,2.0,0.15079690515995026,0.0,0.0,0.4799107142857143,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,2,True,1.0,25,25,0.14240722358226776,1.0,0.03241753950715065,0.0,0.0,0.505859375,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,3,True,1.0,25,25,0.12372293323278427,3.0,0.3567202389240265,0.0,0.0,0.5209263392857143,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,4,True,1.0,25,25,0.08953015506267548,3.0,0.39924535155296326,0.0,0.0,0.5100446428571429,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,5,True,1.0,25,25,0.20413146913051605,3.0,0.37291818857192993,0.0,0.0,0.5111607142857143,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,6,True,1.0,25,25,0.08781251311302185,3.0,0.16161851584911346,0.0,0.0,0.48995535714285715,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,7,True,1.0,25,25,0.12748578190803528,3.0,0.4607975482940674,0.0,0.0,0.5178571428571429,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,8,True,1.0,25,25,0.1209624782204628,3.0,0.3452202379703522,0.0,0.0,0.5011160714285714,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,9,True,1.0,25,25,0.26201632618904114,3.0,0.4019775390625,0.0,0.0,0.4955357142857143,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,10,True,1.0,25,25,0.1014125794172287,1.0,0.015081185847520828,0.0,0.0,0.5072544642857143,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,11,True,1.0,25,25,0.33848145604133606,3.0,0.3875950574874878,0.0,0.0,0.5119977678571429,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,12,True,1.0,25,25,0.23804788291454315,3.0,0.47323641180992126,0.0,0.0,0.48800223214285715,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,13,True,1.0,25,25,0.14105844497680664,3.0,0.3662396967411041,0.0,0.0,0.5125558035714286,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,14,True,1.0,25,25,0.16343258321285248,1.0,0.08665642142295837,0.0,0.0,0.5002790178571429,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,15,True,1.0,25,25,0.11729999631643295,2.0,0.1637069582939148,0.0,0.0,0.49330357142857145,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,16,True,1.0,25,25,0.1925291270017624,3.0,0.4833463132381439,0.0,0.0,0.4994419642857143,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,17,True,1.0,25,25,0.24571268260478973,3.0,0.5926529169082642,0.0,0.0,0.49051339285714285,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,18,True,1.0,25,25,0.1555759608745575,3.0,0.2349671572446823,0.0,0.0,0.4790736607142857,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,19,True,1.0,25,25,0.08127688616514206,1.0,0.06013074889779091,0.0,0.0,0.5089285714285714,5,-1
BoundaryPropagation,simple_hebbian,4,5,5,3,20,True,1.0,25,25,0.10541185736656189,3.0,0.22239214181900024,0.0,0.0,0.470703125,5,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,1,True,1.0,25,25,0.17227298021316528,2.0,0.15079690515995026,0.0,0.0,0.4799107142857143,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,2,True,1.0,25,25,0.14240722358226776,1.0,0.03241753950715065,0.0,0.0,0.505859375,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,3,True,1.0,25,25,0.12372293323278427,3.0,0.3567202389240265,0.0,0.0,0.5209263392857143,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,4,True,1.0,25,25,0.08953015506267548,3.0,0.39924535155296326,0.0,0.0,0.5100446428571429,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,5,True,1.0,25,25,0.20413146913051605,3.0,0.37291818857192993,0.0,0.0,0.5111607142857143,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,6,True,1.0,25,25,0.08781251311302185,3.0,0.16161851584911346,0.0,0.0,0.48995535714285715,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,7,True,1.0,25,25,0.12748578190803528,3.0,0.4607975482940674,0.0,0.0,0.5178571428571429,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,8,True,1.0,25,25,0.1209624782204628,3.0,0.3452202379703522,0.0,0.0,0.5011160714285714,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,9,True,1.0,25,25,0.26201632618904114,3.0,0.4019775390625,0.0,0.0,0.4955357142857143,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,10,True,1.0,25,25,0.1014125794172287,1.0,0.015081185847520828,0.0,0.0,0.5072544642857143,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,11,True,1.0,25,25,0.33848145604133606,3.0,0.3875950574874878,0.0,0.0,0.5119977678571429,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,12,True,1.0,25,25,0.23804788291454315,3.0,0.47323641180992126,0.0,0.0,0.48800223214285715,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,13,True,1.0,25,25,0.14105844497680664,3.0,0.3662396967411041,0.0,0.0,0.5125558035714286,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,14,True,1.0,25,25,0.16343258321285248,1.0,0.08665642142295837,0.0,0.0,0.5002790178571429,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,15,True,1.0,25,25,0.11729999631643295,2.0,0.1637069582939148,0.0,0.0,0.49330357142857145,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,16,True,1.0,25,25,0.1925291270017624,3.0,0.4833463132381439,0.0,0.0,0.4994419642857143,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,17,True,1.0,25,25,0.24571268260478973,3.0,0.5926529169082642,0.0,0.0,0.49051339285714285,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,18,True,1.0,25,25,0.1555759608745575,3.0,0.2349671572446823,0.0,0.0,0.4790736607142857,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,19,True,1.0,25,25,0.08127688616514206,1.0,0.06013074889779091,0.0,0.0,0.5089285714285714,9,-1
BoundaryPropagation,simple_hebbian,8,5,5,3,20,True,1.0,25,25,0.10541185736656189,3.0,0.22239214181900024,0.0,0.0,0.470703125,9,-1
